segment,name,vram,size
core_text,func_0012E820,0x0012E820,0x2C0
core_text,func_0012EAE0,0x0012EAE0,0x38
core_text,func_0012EB18,0x0012EB18,0x114
core_text,func_0012EC30,0x0012EC30,0xC
core_text,func_0012EC40,0x0012EC40,0x20
core_text,func_0012EC60,0x0012EC60,0xAC
core_text,func_0012ED10,0x0012ED10,0x2C
core_text,func_0012ED40,0x0012ED40,0x6C
core_text,func_0012EDB0,0x0012EDB0,0x30
core_text,func_0012EDE0,0x0012EDE0,0x30
core_text,func_0012EE10,0x0012EE10,0x30
core_text,func_0012EE40,0x0012EE40,0x30
core_text,func_0012EE70,0x0012EE70,0x28
core_text,func_0012EE98,0x0012EE98,0xB0
core_text,func_0012EF48,0x0012EF48,0x9C
core_text,func_0012EFE8,0x0012EFE8,0x44
core_text,func_0012F030,0x0012F030,0x38
core_text,func_0012F068,0x0012F068,0x30
core_text,func_0012F098,0x0012F098,0x50
core_text,func_0012F0E8,0x0012F0E8,0x34
core_text,func_0012F120,0x0012F120,0x3C
core_text,func_0012F160,0x0012F160,0x84
core_text,func_0012F1E8,0x0012F1E8,0x24
core_text,func_0012F210,0x0012F210,0x34
core_text,func_0012F248,0x0012F248,0x38
core_text,func_0012F280,0x0012F280,0x34
core_text,func_0012F2B8,0x0012F2B8,0x24
core_text,func_0012F2E0,0x0012F2E0,0x24
core_text,func_0012F308,0x0012F308,0x40
core_text,func_0012F348,0x0012F348,0xAC
core_text,func_0012F3F8,0x0012F3F8,0xB0
core_text,func_0012F4A8,0x0012F4A8,0xCC
text,func_001E9080,0x001E9080,0x4
text,func_001E9088,0x001E9088,0x414
text,func_001E94A0,0x001E94A0,0x4
text,func_001E94A8,0x001E94A8,0x18
text,func_001E94C8,0x001E94C8,0x1C
text,func_001E94E8,0x001E94E8,0x1D0
text,func_001E96B8,0x001E96B8,0x6C
text,func_001E9728,0x001E9728,0x4
text,func_001E9730,0x001E9730,0x38
text,func_001E9768,0x001E9768,0x8
text,func_001E9770,0x001E9770,0x8
text,func_001E9778,0x001E9778,0x8
text,func_001E9780,0x001E9780,0x8
text,func_001E9788,0x001E9788,0x8
text,func_001E9790,0x001E9790,0x8
text,func_001E9798,0x001E9798,0x8
text,func_001E97A0,0x001E97A0,0x8
text,func_001E97A8,0x001E97A8,0x8
text,func_001E97B0,0x001E97B0,0x8
text,func_001E97B8,0x001E97B8,0x8
text,func_001E97C0,0x001E97C0,0x8
text,func_001E97C8,0x001E97C8,0x8
text,func_001E97D0,0x001E97D0,0x8
text,func_001E97D8,0x001E97D8,0x8
text,func_001E97E0,0x001E97E0,0x8
text,func_001E97E8,0x001E97E8,0x8
text,func_001E97F0,0x001E97F0,0x8
text,func_001E97F8,0x001E97F8,0x8
text,func_001E9800,0x001E9800,0x8
text,func_001E9808,0x001E9808,0x1D0
text,func_001E99D8,0x001E99D8,0x498
text,func_001E9E70,0x001E9E70,0x58
text,func_001E9EC8,0x001E9EC8,0xD1C
text,func_001EABE8,0x001EABE8,0x714
text,func_001EB300,0x001EB300,0x38
text,func_001EB338,0x001EB338,0x11C
text,func_001EB458,0x001EB458,0x364
text,func_001EB7C0,0x001EB7C0,0x330
text,func_001EBAF0,0x001EBAF0,0x58
text,func_001EBB48,0x001EBB48,0x4E8
text,func_001EC030,0x001EC030,0x4
text,func_001EC038,0x001EC038,0x5C
text,func_001EC098,0x001EC098,0x6C
text,func_001EC108,0x001EC108,0x14
text,func_001EC120,0x001EC120,0xE4
text,func_001EC208,0x001EC208,0x4
text,func_001EC210,0x001EC210,0x60
text,func_001EC270,0x001EC270,0x44
text,func_001EC2B8,0x001EC2B8,0x300
text,func_001EC5B8,0x001EC5B8,0x1C4
text,func_001EC780,0x001EC780,0x44
text,func_001EC7C8,0x001EC7C8,0x110
text,func_001EC8D8,0x001EC8D8,0x1DC
text,func_001ECAB8,0x001ECAB8,0xDC
text,func_001ECB98,0x001ECB98,0x74
text,func_001ECC10,0x001ECC10,0x38
text,func_001ECC48,0x001ECC48,0x254
text,func_001ECEA0,0x001ECEA0,0x1E0
text,func_001ED080,0x001ED080,0x5D8
text,func_001ED658,0x001ED658,0xB0
text,func_001ED708,0x001ED708,0x10C
text,func_001ED818,0x001ED818,0x37C
text,func_001EDB98,0x001EDB98,0x14C
text,func_001EDCE8,0x001EDCE8,0x120
text,func_001EDE08,0x001EDE08,0x48
text,func_001EDE50,0x001EDE50,0x188
text,func_001EDFD8,0x001EDFD8,0x1C
text,func_001EDFF8,0x001EDFF8,0x3B4
text,func_001EE3B0,0x001EE3B0,0x31C
text,func_001EE6D0,0x001EE6D0,0x4
text,func_001EE6E0,0x001EE6E0,0x16C
text,func_001EE850,0x001EE850,0x4
text,func_001EE858,0x001EE858,0x18C
text,func_001EE9E8,0x001EE9E8,0xC
text,func_001EE9F8,0x001EE9F8,0x1378
text,func_001EFD70,0x001EFD70,0xA0
text,func_001EFE10,0x001EFE10,0x10F0
text,func_001F0F00,0x001F0F00,0x30
text,func_001F0F30,0x001F0F30,0x3C
text,func_001F0F70,0x001F0F70,0x4
text,func_001F0F78,0x001F0F78,0x74
text,func_001F0FF0,0x001F0FF0,0x4
text,func_001F0FF8,0x001F0FF8,0x8C
text,func_001F1088,0x001F1088,0x1384
text,func_001F2410,0x001F2410,0x4
text,func_001F2418,0x001F2418,0x134
text,func_001F2550,0x001F2550,0x4
text,func_001F2558,0x001F2558,0x8
text,func_001F2560,0x001F2560,0x8
text,func_001F2568,0x001F2568,0x9C
text,func_001F2608,0x001F2608,0x328
text,func_001F2930,0x001F2930,0x104
text,func_001F2A38,0x001F2A38,0xD4
text,func_001F2B10,0x001F2B10,0xB8
text,func_001F2BC8,0x001F2BC8,0x3F0
text,func_001F2FB8,0x001F2FB8,0x50
text,func_001F3008,0x001F3008,0x134
text,func_001F3140,0x001F3140,0x61C
text,func_001F3760,0x001F3760,0x130
text,func_001F3890,0x001F3890,0x300
text,func_001F3B90,0x001F3B90,0x7C
text,func_001F3C10,0x001F3C10,0xEC
text,func_001F3D00,0x001F3D00,0x78
text,func_001F3D78,0x001F3D78,0x878
text,func_001F45F0,0x001F45F0,0x34
text,func_001F4628,0x001F4628,0x4
text,func_001F4630,0x001F4630,0x114
text,func_001F4748,0x001F4748,0x11C
text,func_001F4868,0x001F4868,0x148
text,func_001F49B0,0x001F49B0,0x50
text,func_001F4A00,0x001F4A00,0x78
text,func_001F4A78,0x001F4A78,0x78
text,func_001F4AF0,0x001F4AF0,0x78
text,func_001F4B68,0x001F4B68,0x50
text,func_001F4BB8,0x001F4BB8,0x78
text,func_001F4C30,0x001F4C30,0x1D8
text,func_001F4E08,0x001F4E08,0x188
text,func_001F4F90,0x001F4F90,0x1B8
text,func_001F5148,0x001F5148,0x220
text,func_001F5368,0x001F5368,0x180
text,func_001F54E8,0x001F54E8,0xD8
text,func_001F55C0,0x001F55C0,0x90
text,func_001F5650,0x001F5650,0x1A8
text,func_001F57F8,0x001F57F8,0x4
text,func_001F5800,0x001F5800,0x184
text,func_001F5988,0x001F5988,0x230
text,func_001F5BB8,0x001F5BB8,0x2A8
text,func_001F5E60,0x001F5E60,0x45C
text,func_001F62C0,0x001F62C0,0x4
text,func_001F62C8,0x001F62C8,0x144
text,func_001F6410,0x001F6410,0x184
text,func_001F6598,0x001F6598,0xC
text,func_001F65A8,0x001F65A8,0x8
text,func_001F65B0,0x001F65B0,0x50
text,func_001F6600,0x001F6600,0x20
text,func_001F6620,0x001F6620,0x20
text,func_001F6640,0x001F6640,0x20
text,func_001F6668,0x001F6668,0x280
text,func_001F68E8,0x001F68E8,0x7C
text,func_001F6968,0x001F6968,0x7C
text,func_001F69E8,0x001F69E8,0x4
text,func_001F69F0,0x001F69F0,0x2EC
text,func_001F6CE0,0x001F6CE0,0x14
text,func_001F6CF8,0x001F6CF8,0x8C
text,func_001F6D88,0x001F6D88,0x8C
text,func_001F6E18,0x001F6E18,0x8C
text,func_001F6EA8,0x001F6EA8,0x94
text,func_001F6F40,0x001F6F40,0x94
text,func_001F6FD8,0x001F6FD8,0x94
text,func_001F7070,0x001F7070,0x4F0
text,func_001F7560,0x001F7560,0x6C
text,func_001F75D0,0x001F75D0,0x6C
text,func_001F7640,0x001F7640,0x4
text,func_001F7648,0x001F7648,0x38
text,func_001F7680,0x001F7680,0x1E8
text,func_001F7868,0x001F7868,0x1E8
text,func_001F7A50,0x001F7A50,0xEC
text,func_001F7B40,0x001F7B40,0x2C
text,func_001F7B70,0x001F7B70,0x88
text,func_001F7BF8,0x001F7BF8,0x54
text,func_001F7C50,0x001F7C50,0xC
text,func_001F7C60,0x001F7C60,0x178
text,func_001F7DD8,0x001F7DD8,0xC0
text,func_001F7E98,0x001F7E98,0x60
text,func_001F7EF8,0x001F7EF8,0x5B4
text,func_001F84AC,0x001F84AC,0x80
text,func_001F852C,0x001F852C,0x40
text,func_001F856C,0x001F856C,0x5FC
text,func_001F8B6C,0x001F8B6C,0x64C
text,func_001F91B8,0x001F91B8,0x2BC
text,func_001F9478,0x001F9478,0x398
text,func_001F9810,0x001F9810,0x40
text,func_001F9850,0x001F9850,0x28
text,func_001F9878,0x001F9878,0x10
text,func_001F9888,0x001F9888,0x28
text,func_001F98B0,0x001F98B0,0x10
text,func_001F98C0,0x001F98C0,0x28
text,func_001F98E8,0x001F98E8,0x10
text,func_001F98F8,0x001F98F8,0x10
text,func_001F9908,0x001F9908,0x30
text,func_001F9938,0x001F9938,0x30
text,func_001F9968,0x001F9968,0x10
text,func_001F9978,0x001F9978,0x10
text,func_001F9988,0x001F9988,0x28
text,func_001F99B0,0x001F99B0,0x28
text,func_001F99D8,0x001F99D8,0x28
text,func_001F9A00,0x001F9A00,0x98
text,func_001F9A98,0x001F9A98,0x28
text,func_001F9AC0,0x001F9AC0,0x30
text,func_001F9AF0,0x001F9AF0,0x30
text,func_001F9B20,0x001F9B20,0x28
text,func_001F9B48,0x001F9B48,0x4
text,func_001F9B50,0x001F9B50,0x20
text,func_001F9B70,0x001F9B70,0x18
text,func_001F9B88,0x001F9B88,0x8
text,func_001F9B90,0x001F9B90,0x8
text,func_001F9B98,0x001F9B98,0x8
text,func_001F9BA0,0x001F9BA0,0x10
text,func_001F9BB0,0x001F9BB0,0x10
text,func_001F9BC0,0x001F9BC0,0x8
text,func_001F9BC8,0x001F9BC8,0x10
text,func_001F9BD8,0x001F9BD8,0x18
text,func_001F9BF0,0x001F9BF0,0x18
text,func_001F9C08,0x001F9C08,0x28
text,func_001F9C30,0x001F9C30,0x18
text,func_001F9C48,0x001F9C48,0x18
text,func_001F9C60,0x001F9C60,0x18
text,func_001F9C78,0x001F9C78,0x28
text,func_001F9CA0,0x001F9CA0,0x18
text,func_001F9CB8,0x001F9CB8,0x30
text,func_001F9CE8,0x001F9CE8,0x28
text,func_001F9D10,0x001F9D10,0x38
text,func_001F9D48,0x001F9D48,0x30
text,func_001F9D78,0x001F9D78,0x48
text,func_001F9DC0,0x001F9DC0,0x50
text,func_001F9E10,0x001F9E10,0x48
text,func_001F9E58,0x001F9E58,0x68
text,func_001F9EC0,0x001F9EC0,0x28
text,func_001F9EE8,0x001F9EE8,0x30
text,func_001F9F18,0x001F9F18,0x18
text,func_001F9F30,0x001F9F30,0x28
text,func_001F9F60,0x001F9F60,0x30
text,func_001F9F90,0x001F9F90,0x18
text,func_001F9FA8,0x001F9FA8,0x18
text,func_001F9FC0,0x001F9FC0,0x98
text,func_001FA058,0x001FA058,0x110
text,func_001FA168,0x001FA168,0x28
text,func_001FA190,0x001FA190,0x30
text,func_001FA1C0,0x001FA1C0,0x38
text,func_001FA1F8,0x001FA1F8,0x20
text,func_001FA218,0x001FA218,0x20
text,func_001FA238,0x001FA238,0x228
text,func_001FA460,0x001FA460,0x20
text,func_001FA480,0x001FA480,0x20
text,func_001FA4A0,0x001FA4A0,0x50
text,func_001FA4F0,0x001FA4F0,0x50
text,func_001FA540,0x001FA540,0x48
text,func_001FA588,0x001FA588,0x40
text,func_001FA5C8,0x001FA5C8,0x80
text,func_001FA648,0x001FA648,0x78
text,func_001FA6C0,0x001FA6C0,0x88
text,func_001FA748,0x001FA748,0x48
text,func_001FA790,0x001FA790,0x48
text,func_001FA7D8,0x001FA7D8,0x78
text,func_001FA850,0x001FA850,0x38
text,func_001FA888,0x001FA888,0x10
text,func_001FA898,0x001FA898,0x10
text,func_001FA8A8,0x001FA8A8,0x48
text,func_001FA8F0,0x001FA8F0,0xF8
text,func_001FA9E8,0x001FA9E8,0x3C
text,func_001FAA28,0x001FAA28,0xF8
text,func_001FAB20,0x001FAB20,0x1C
text,func_001FAB40,0x001FAB40,0x904
text,func_001FB448,0x001FB448,0x28
text,func_001FB470,0x001FB470,0x24
text,func_001FB498,0x001FB498,0x94
text,func_001FB530,0x001FB530,0x68
text,func_001FB598,0x001FB598,0x6C
text,func_001FB608,0x001FB608,0x23C
text,func_001FB848,0x001FB848,0x5C
text,func_001FB8A8,0x001FB8A8,0x5C
text,func_001FB908,0x001FB908,0x1B0
text,func_001FBAB8,0x001FBAB8,0x1C0
text,func_001FBC78,0x001FBC78,0x4
text,func_001FBC80,0x001FBC80,0x1FC
text,func_001FBE80,0x001FBE80,0x1568
text,func_001FD3E8,0x001FD3E8,0xB28
text,func_001FDF10,0x001FDF10,0x64
text,func_001FDF78,0x001FDF78,0x4BC
text,func_001FE438,0x001FE438,0x88
text,func_001FE4C0,0x001FE4C0,0x4
text,func_001FE4D0,0x001FE4D0,0x6C
text,func_001FE540,0x001FE540,0x40
text,func_001FE580,0x001FE580,0x4
text,func_001FE588,0x001FE588,0x134
text,func_001FE6C0,0x001FE6C0,0xA04
text,func_001FF0C8,0x001FF0C8,0xE4
text,func_001FF1B0,0x001FF1B0,0x344
text,func_001FF4F8,0x001FF4F8,0x64
text,func_001FF560,0x001FF560,0x100
text,func_001FF660,0x001FF660,0x4
text,func_001FF668,0x001FF668,0x4C
text,func_001FF6B8,0x001FF6B8,0x134
text,func_001FF7F0,0x001FF7F0,0x160
text,func_001FF950,0x001FF950,0x4
text,func_001FF958,0x001FF958,0x138
text,func_001FFA90,0x001FFA90,0x28
text,func_001FFAB8,0x001FFAB8,0x74
text,func_001FFB38,0x001FFB38,0x10C
text,func_001FFC48,0x001FFC48,0x68
text,func_001FFCB0,0x001FFCB0,0x80
text,func_001FFD30,0x001FFD30,0x68
text,func_001FFD98,0x001FFD98,0x4
text,func_001FFDA0,0x001FFDA0,0x74
text,func_001FFE18,0x001FFE18,0x6C
text,func_001FFE88,0x001FFE88,0x80
text,func_001FFF08,0x001FFF08,0x94
text,func_001FFFA0,0x001FFFA0,0x18
text,func_001FFFB8,0x001FFFB8,0x1D4
text,func_00200190,0x00200190,0x4
text,func_00200198,0x00200198,0xAC
text,func_00200248,0x00200248,0x220
text,func_00200468,0x00200468,0x1E8
text,func_00200650,0x00200650,0x25C
text,func_002008B0,0x002008B0,0x4
text,func_002008B8,0x002008B8,0x1D8
text,func_00200A90,0x00200A90,0x210
text,func_00200CA0,0x00200CA0,0x194
text,func_00200E38,0x00200E38,0x354
text,func_00201190,0x00201190,0x1B8
text,func_00201348,0x00201348,0x170
text,func_002014B8,0x002014B8,0x184
text,func_00201640,0x00201640,0x184
text,func_002017C8,0x002017C8,0x180
text,func_00201948,0x00201948,0x14
text,func_00201960,0x00201960,0xD8
text,func_00201A38,0x00201A38,0xA8
text,func_00201AE0,0x00201AE0,0xC
text,func_00201AF0,0x00201AF0,0x264
text,func_00201D58,0x00201D58,0xB4
text,func_00201E10,0x00201E10,0x78
text,func_00201E88,0x00201E88,0x3CC
text,func_00202258,0x00202258,0x4
text,func_00202260,0x00202260,0x180
text,func_002023E0,0x002023E0,0x3B0
text,func_00202790,0x00202790,0x2C
text,func_002027C0,0x002027C0,0x2E8
text,func_00202AA8,0x00202AA8,0x450
text,func_00202EF8,0x00202EF8,0x4
text,func_00202F00,0x00202F00,0x138
text,func_00203038,0x00203038,0xDC
text,func_00203118,0x00203118,0x1B8
text,func_002032D0,0x002032D0,0x274
text,func_00203548,0x00203548,0x64
text,func_002035B0,0x002035B0,0x258
text,func_00203808,0x00203808,0x14C
text,func_00203958,0x00203958,0x1C0
text,func_00203B18,0x00203B18,0x58
text,func_00203B70,0x00203B70,0x304
text,func_00203E78,0x00203E78,0xEC
text,func_00203F68,0x00203F68,0x3D4
text,func_00204340,0x00204340,0x5D4
text,func_00204918,0x00204918,0x2D0
text,func_00204BE8,0x00204BE8,0x78
text,func_00204C60,0x00204C60,0x360
text,func_00204FC0,0x00204FC0,0x254
text,func_00205218,0x00205218,0x4
text,func_00205220,0x00205220,0x50
text,func_00205270,0x00205270,0x2AC
text,func_00205520,0x00205520,0x140
text,func_00205660,0x00205660,0xC4
text,func_00205728,0x00205728,0x64
text,func_00205790,0x00205790,0xA0
text,func_00205830,0x00205830,0x9C
text,func_002058D0,0x002058D0,0x44
text,func_00205918,0x00205918,0x138
text,func_00205A50,0x00205A50,0x54
text,func_00205AA8,0x00205AA8,0x160
text,func_00205C08,0x00205C08,0x64
text,func_00205C70,0x00205C70,0x200
text,func_00205E70,0x00205E70,0x10CC
text,func_00206F40,0x00206F40,0x150
text,func_00207090,0x00207090,0x118
text,func_002071A8,0x002071A8,0x28
text,func_002071D0,0x002071D0,0x10
text,func_002071E0,0x002071E0,0x10
text,func_002071F0,0x002071F0,0x10
text,func_00207200,0x00207200,0xBC
text,func_002072C0,0x002072C0,0x7C
text,func_00207340,0x00207340,0x68
text,func_002073A8,0x002073A8,0xC
text,func_002073B8,0x002073B8,0x10
text,func_002073C8,0x002073C8,0x10
text,func_002073D8,0x002073D8,0x10
text,func_002073E8,0x002073E8,0x10
text,func_002073F8,0x002073F8,0x10
text,func_00207408,0x00207408,0x23C
text,func_00207648,0x00207648,0x138
text,func_00207780,0x00207780,0x1AC
text,func_00207930,0x00207930,0xC0
text,func_002079F0,0x002079F0,0x90
text,func_00207A80,0x00207A80,0xAC
text,func_00207B30,0x00207B30,0xB4
text,func_00207BE8,0x00207BE8,0xC4
text,func_00207CB0,0x00207CB0,0x2C
text,func_00207CE0,0x00207CE0,0x58
text,func_00207D38,0x00207D38,0x74
text,func_00207DB0,0x00207DB0,0x74
text,func_00207E28,0x00207E28,0x34
text,func_00207E60,0x00207E60,0x10
text,func_00207E70,0x00207E70,0x10
text,func_00207E80,0x00207E80,0x10
text,func_00207E90,0x00207E90,0x10
text,func_00207EA0,0x00207EA0,0x10
text,func_00207EB0,0x00207EB0,0x10
text,func_00207EC0,0x00207EC0,0x40
text,func_00207F00,0x00207F00,0x10
text,func_00207F10,0x00207F10,0x10
text,func_00207F20,0x00207F20,0x10
text,func_00207F30,0x00207F30,0x10
text,func_00207F40,0x00207F40,0x10
text,func_00207F50,0x00207F50,0x7C
text,func_00207FD0,0x00207FD0,0x60
text,func_00208030,0x00208030,0x7C
text,func_002080B0,0x002080B0,0xAC
text,func_00208160,0x00208160,0x98
text,func_002081F8,0x002081F8,0x10
text,func_00208208,0x00208208,0x30
text,func_00208238,0x00208238,0x8
text,func_00208240,0x00208240,0x8
text,func_00208248,0x00208248,0x9C
text,func_002082E8,0x002082E8,0x10
text,func_002082F8,0x002082F8,0x10
text,func_00208308,0x00208308,0x10
text,func_00208318,0x00208318,0x10
text,func_00208328,0x00208328,0x10
text,func_00208338,0x00208338,0xA8
text,func_002083E0,0x002083E0,0x78
text,func_00208458,0x00208458,0x230
text,func_00208688,0x00208688,0x1D0
text,func_00208858,0x00208858,0x4
text,func_00208860,0x00208860,0x250
text,func_00208AB0,0x00208AB0,0x17C
text,func_00208C38,0x00208C38,0xF8
text,func_00208D30,0x00208D30,0x4
text,func_00208D38,0x00208D38,0x268
text,func_00208FA0,0x00208FA0,0x9C
text,func_00209040,0x00209040,0x8
text,func_00209048,0x00209048,0x24
text,func_00209070,0x00209070,0xF0
text,func_00209160,0x00209160,0x24
text,func_00209188,0x00209188,0xB0
text,func_00209238,0x00209238,0x54
text,func_00209290,0x00209290,0x58
text,func_002092E8,0x002092E8,0x70
text,func_00209358,0x00209358,0x3C
text,func_00209398,0x00209398,0x7C
text,func_00209418,0x00209418,0x2C
text,func_00209448,0x00209448,0x60
text,func_002094A8,0x002094A8,0x38
text,func_002094E0,0x002094E0,0x40
text,func_00209520,0x00209520,0xC8
text,func_002095E8,0x002095E8,0x38
text,func_00209620,0x00209620,0x78
text,func_00209698,0x00209698,0x40
text,func_002096D8,0x002096D8,0x74
text,func_00209750,0x00209750,0xB8
text,func_00209808,0x00209808,0x50
text,func_00209858,0x00209858,0x50
text,func_002098A8,0x002098A8,0x20
text,func_002098C8,0x002098C8,0x50
text,func_00209918,0x00209918,0x50
text,func_00209968,0x00209968,0x64
text,func_002099D0,0x002099D0,0x48
text,func_00209A18,0x00209A18,0x44
text,func_00209A60,0x00209A60,0x154
text,func_00209BB8,0x00209BB8,0x12C
text,func_00209CE8,0x00209CE8,0xD4
text,func_00209DC0,0x00209DC0,0xA8
text,func_00209E68,0x00209E68,0x1B98
text,func_0020BA00,0x0020BA00,0xA8
text,func_0020BAA8,0x0020BAA8,0x30
text,func_0020BAD8,0x0020BAD8,0x38
text,func_0020BB10,0x0020BB10,0x74
text,func_0020BB88,0x0020BB88,0x3C
text,func_0020BBC8,0x0020BBC8,0xE8
text,func_0020BCB0,0x0020BCB0,0xBC
text,func_0020BD70,0x0020BD70,0x254
text,func_0020BFC8,0x0020BFC8,0x244
text,func_0020C210,0x0020C210,0x20
text,func_0020C230,0x0020C230,0x38
text,func_0020C268,0x0020C268,0x8C
text,func_0020C2F8,0x0020C2F8,0x170
text,func_0020C468,0x0020C468,0x2D0
text,func_0020C738,0x0020C738,0x20
text,func_0020C758,0x0020C758,0x44
text,func_0020C7A0,0x0020C7A0,0x1A0
text,func_0020C940,0x0020C940,0x110
text,func_0020CA50,0x0020CA50,0x12C
text,func_0020CB80,0x0020CB80,0x28
text,func_0020CBA8,0x0020CBA8,0x38
text,func_0020CBE0,0x0020CBE0,0x2C
text,func_0020CC10,0x0020CC10,0x28
text,func_0020CC38,0x0020CC38,0x28
text,func_0020CC60,0x0020CC60,0x28
text,func_0020CC88,0x0020CC88,0x2C
text,func_0020CCB8,0x0020CCB8,0x18
text,func_0020CCD0,0x0020CCD0,0x54
text,func_0020CD28,0x0020CD28,0x2C
text,func_0020CD58,0x0020CD58,0x28
text,func_0020CD80,0x0020CD80,0x24
text,func_0020CDA8,0x0020CDA8,0x10
text,func_0020CDB8,0x0020CDB8,0x28
text,func_0020CDE0,0x0020CDE0,0x560
text,func_0020D348,0x0020D348,0xF8
text,func_0020D440,0x0020D440,0x238
text,func_0020D678,0x0020D678,0x58
text,func_0020D6D0,0x0020D6D0,0xBC
text,func_0020D790,0x0020D790,0x98
text,func_0020D828,0x0020D828,0x4
text,func_0020D830,0x0020D830,0xF4
text,func_0020D928,0x0020D928,0x34
text,func_0020D960,0x0020D960,0x78
text,func_0020D9D8,0x0020D9D8,0x90
text,func_0020DA68,0x0020DA68,0x44
text,func_0020DAB0,0x0020DAB0,0x48
text,func_0020DAF8,0x0020DAF8,0xA0
text,func_0020DB98,0x0020DB98,0xA0
text,func_0020DC38,0x0020DC38,0x4
text,func_0020DC40,0x0020DC40,0x108
text,func_0020DD48,0x0020DD48,0xD8
text,func_0020DE20,0x0020DE20,0x90
text,func_0020DEB0,0x0020DEB0,0x144
text,func_0020DFF8,0x0020DFF8,0x44
text,func_0020E040,0x0020E040,0x28
text,func_0020E068,0x0020E068,0x2C
text,func_0020E098,0x0020E098,0x2C
text,func_0020E0C8,0x0020E0C8,0xB8
text,func_0020E180,0x0020E180,0x80
text,func_0020E200,0x0020E200,0xAC
text,func_0020E2B0,0x0020E2B0,0x80
text,func_0020E330,0x0020E330,0x4
text,func_0020E340,0x0020E340,0x20
text,func_0020E360,0x0020E360,0x70
text,func_0020E3D0,0x0020E3D0,0x2E8
text,func_0020E6B8,0x0020E6B8,0x180
text,func_0020E838,0x0020E838,0x158
text,func_0020E990,0x0020E990,0x60
text,func_0020E9F0,0x0020E9F0,0x80
text,func_0020EA70,0x0020EA70,0x2D4
text,func_0020ED48,0x0020ED48,0x1A0
text,func_0020EEE8,0x0020EEE8,0x48
text,func_0020EF30,0x0020EF30,0xD04
text,func_0020FC38,0x0020FC38,0xCA8
text,func_002108E0,0x002108E0,0xC68
text,func_00211548,0x00211548,0x154
text,func_002116A0,0x002116A0,0x164
text,func_00211808,0x00211808,0xA50
text,func_00212258,0x00212258,0x2B0
text,func_00212508,0x00212508,0x70
text,func_00212578,0x00212578,0xE0
text,func_00212658,0x00212658,0x1420
text,func_00213A78,0x00213A78,0x134
text,func_00213BAC,0x00213BAC,0x4
text,func_00213BB8,0x00213BB8,0xB4
text,func_00213C70,0x00213C70,0x4
text,func_00213C78,0x00213C78,0x94
text,func_00213D10,0x00213D10,0x14
text,func_00213D28,0x00213D28,0xB8
text,func_00213DE0,0x00213DE0,0x148
text,func_00213F28,0x00213F28,0x154
text,func_00214080,0x00214080,0x2C
text,func_002140B0,0x002140B0,0x3C
text,func_002140F0,0x002140F0,0x4
text,func_002140F8,0x002140F8,0x5C
text,func_00214158,0x00214158,0x50
text,func_002141A8,0x002141A8,0x78
text,func_00214220,0x00214220,0x94
text,func_002142B8,0x002142B8,0x9C
text,func_00214358,0x00214358,0x74
text,func_002143D0,0x002143D0,0x6C
text,func_00214440,0x00214440,0xF8
text,func_00214538,0x00214538,0x14
text,func_00214550,0x00214550,0x220
text,func_00214770,0x00214770,0x588
text,func_00214CF8,0x00214CF8,0x2C
text,func_00214D28,0x00214D28,0x54
text,func_00214D80,0x00214D80,0x4
text,func_00214D88,0x00214D88,0x1C8
text,func_00214F50,0x00214F50,0x24
text,func_00214F78,0x00214F78,0xBC
text,func_00215038,0x00215038,0xC
text,func_00215048,0x00215048,0x30
text,func_00215078,0x00215078,0x30
text,func_002150A8,0x002150A8,0x4
text,func_002150B0,0x002150B0,0x274
text,func_00215328,0x00215328,0x4C
text,func_00215378,0x00215378,0x4
text,func_00215380,0x00215380,0x64
text,func_002153E8,0x002153E8,0x124
text,func_00215518,0x00215518,0x54
text,func_00215570,0x00215570,0xD8
text,func_00215648,0x00215648,0x4
text,func_00215650,0x00215650,0x8C
text,func_002156E0,0x002156E0,0xA8
text,func_00215788,0x00215788,0x34
text,func_002157C0,0x002157C0,0x120
text,func_002158E0,0x002158E0,0x4
text,func_002158E8,0x002158E8,0x128
text,func_00215A10,0x00215A10,0x84
text,func_00215A98,0x00215A98,0x7C
text,func_00215B18,0x00215B18,0x8C
text,func_00215BA8,0x00215BA8,0x54
text,func_00215C00,0x00215C00,0x9C
text,func_00215CA0,0x00215CA0,0x4
text,func_00215CA8,0x00215CA8,0x278
text,func_00215F20,0x00215F20,0x5C
text,func_00215F80,0x00215F80,0xA4
text,func_00216028,0x00216028,0x70
text,func_00216098,0x00216098,0x48
text,func_002160E0,0x002160E0,0x70
text,func_00216150,0x00216150,0x48
text,func_00216198,0x00216198,0x48
text,func_002161E0,0x002161E0,0x90
text,func_00216270,0x00216270,0x20
text,func_00216290,0x00216290,0xD4
text,func_00216368,0x00216368,0xE8
text,func_00216450,0x00216450,0xD4
text,func_00216528,0x00216528,0xF8
text,func_00216620,0x00216620,0xCC
text,func_002166F0,0x002166F0,0xCC
text,func_002167C0,0x002167C0,0x19C
text,func_00216960,0x00216960,0x58
text,func_002169B8,0x002169B8,0xD4
text,func_00216A90,0x00216A90,0xD4
text,func_00216B68,0x00216B68,0xE4
text,func_00216C50,0x00216C50,0xE0
text,func_00216D30,0x00216D30,0x54
text,func_00216D88,0x00216D88,0x168
text,func_00216EF0,0x00216EF0,0x34
text,func_00216F28,0x00216F28,0x1C
